Message,PartPlace,VacuumAN
WX31D79H3L87,1.026,6.812
WX31D79H30XE,1.026,6.812
WX31D79H3D77,1.026,6.812
WX31D79H3A8X,1.008,4.712
WX31D79H3DFJ,1.026,6.812
WX31D79H3AZ4,1.026,6.812
WX31D79H3VS3,1.008,4.712
WX31D79H3PNR,0.99,6.587
WX31D79H3Z93,1.008,4.712
WX31D79H328J,1.026,6.812
WX31D79H3SFT,1.008,4.712
WX31D79H3TCA,1.026,6.812
WX31D79H3VUJ,1.026,6.812
WX31D79H3Z62,1.044,6.763
WX31D79H3P70,1.008,4.712
WX31D79H3016,1.026,6.812
WX31D79H3STS,1.026,6.812
WX31D79H3PKF,1.026,6.812
WX31D79H33TV,1.026,6.812
WX31D79H3H6F,1.044,6.763
WX31D79H3ADN,1.008,4.712
WX31D79H3CY9,1.026,6.812
WX31D79H3149,1.026,6.812
WX31D79H34SR,1.008,4.712
WX31D79H302L,0.99,6.587
WX31D79H31U2,1.008,4.712
WX31D79H32TR,1.044,6.763
WX31D79H3D2U,1.044,6.763
WX31D79H3YDS,1.026,6.812
WX31D79H37N3,1.044,6.763
WX31D79H374D,1.026,6.812
WX31D79H3NS7,1.008,4.712
WX31D79H39ZY,1.026,6.812
WX31D79H36S3,1.026,6.812
WX31D79H3N2E,0.99,6.587
WX31D79H390Y,1.008,4.712
WX31D79H3V3C,1.026,6.812
WX31D79H3739,1.026,6.812
WX31D79H3CDZ,1.008,4.712
WX31D79H3678,0.99,6.587
WX31D79H394F,1.026,6.812
WX31D79H3K6C,1.044,6.763
WX31D79H3KLT,1.044,6.763
WX31D79H3ACS,1.026,6.812
WX31D79H3KC8,1.008,4.712
WX31D79H3RKU,1.026,6.812
WX31D79H38VY,1.026,6.812
WX31D79H3A47,1.008,4.712
WX31D79H3KDL,1.026,6.812
WX31D79H3JD0,1.008,4.712
WX31D79H3N0V,1.026,6.812
WX31D79H3JRX,1.026,6.812
WX31D79H3ZZ6,1.026,6.812
WX31D79H3KAZ,1.026,6.812
WX31D79H3THE,1.026,6.812
WX31D79H38KP,1.044,6.763
WX31D79H39UE,1.008,4.712
WX31D79H373R,1.026,6.812
WX31D79H32UH,1.008,4.712
WX31D79H3VLY,1.026,6.812
WX31D79H35H0,0.99,6.587
WX31D79H3KRV,0.99,6.587
WX31D79H313H,0.99,6.587
WX31D79H3919,1.008,4.712
WX31D79H3FZA,1.044,6.763
WX31D79H3D7U,1.026,6.812
WX31D79H3P1L,1.026,6.812
WX31D79H38CL,1.026,6.812
WX31D79H3FY2,0.99,6.587
WX31D79H3THR,1.044,6.763
WX31D79H38JZ,1.026,6.812
WX31D79H3PUJ,1.026,6.812
WX31D79H3HFP,1.026,6.812
WX31D79H36H3,1.044,6.763
WX31D79H3RKT,1.008,4.712
WX31D79H34KT,0.99,6.587
WX31D79H3JLJ,1.026,6.812
WX31D79H34RH,1.008,4.712
WX31D79H3436,1.026,6.812
WX31D79H3C2D,1.008,4.712
WX31D79H3EH0,1.026,6.812
WX31D79H3SST,1.008,4.712
WX31D79H3NKR,1.044,6.763
WX31D79H3PS9,1.026,6.812
WX31D79H3X5H,1.008,4.712
WX31D79H3CX4,1.026,6.812
WX31D79H3P4K,1.044,6.763
WX31D79H3VRZ,1.008,4.712
WX31D79H3L2E,0.99,6.587
WX31D79H3LJH,0.99,6.587
WX31D79H3LU3,1.026,6.812
WX31D79H3JUZ,0.99,6.587
WX31D79H3X79,0.972,6.587
WX31D79H355N,1.008,4.712
WX31D79H3H0Y,1.026,6.812
WX31D79H3N50,1.008,4.712
WX31D79H3LJ8,1.008,4.712
WX31D79H3666,0.954,6.587
WX31D79H3H4S,1.008,4.712
WX31D79H34T1,1.008,4.712
WX31D79H3T80,1.008,4.712
WX31D79H3PX8,1.008,4.712
WX31D79H3ALP,1.026,6.812
WX31D79H3JKX,1.008,4.712
WX31D79H32R0,1.026,6.812
WX31D79H3J2V,0.99,6.587
WX31D79H3EZX,1.026,6.812
WX31D79H35K3,0.99,6.587
WX31D79H3T79,1.008,4.712
WX31D79H3FKU,1.044,6.763
WX31D79H3K15,1.026,6.812
WX31D79H3SYT,1.026,6.812
WX31D79H3HVF,1.026,6.812
WX31D79H37ZH,0.972,6.587
WX31D79H3LV9,1.044,6.763
WX31D79H36T1,1.044,6.763
WX31D79H31UC,1.026,6.812
WX31D79H38DU,1.044,6.763
WX31D79H3T34,1.026,6.812
WX31D79H3RUY,1.026,6.812
WX31D79H38T9,0.99,6.587
WX31D79H3889,1.008,4.712
WX31D79H36UD,0.99,6.587
WX31D79H32VZ,1.008,4.712
WX31D79H3LAU,1.008,4.712
WX31D79H30A1,1.008,4.712
WX31D79H35SA,0.99,6.587
WX31D79H32V3,1.008,4.712
WX31D79H3REJ,1.044,6.763
WX31D79H3PDR,1.044,6.763
WX31D79H32SD,1.008,4.712
WX31D79H36HD,1.026,6.812
WX31D79H37N4,1.026,6.812
WX31D79H31Z4,1.008,4.712
WX31D79H3C74,1.008,4.712
WX31D79H39NF,1.044,6.763
WX31D79H3R3V,1.008,4.712
WX31D79H3EHC,1.026,6.812
WX31D79H34X8,0.99,6.587
WX31D79H3K4N,1.026,6.812
WX31D79H32AU,1.044,6.763
WX31D79H337S,0.99,6.587
WX31D79H3VS0,1.026,6.812
WX31D79H3Z6P,0.99,6.587
WX31D79H39XL,1.026,6.812
WX31D79H3S0H,0.99,6.587
WX31D79H3SCJ,1.026,6.812
WX31D79H3E6C,1.008,4.712
WX31D79H3LPD,0.99,6.587
WX31D79H3FPN,1.044,6.763
WX31D79H3YCE,1.008,4.712
WX31D79H3Z97,1.008,4.712
WX31D79H3F9T,1.008,4.712
WX31D79H310L,1.044,6.763
WX31D79H3C7E,1.026,6.812
WX31D79H38DR,0.99,6.587
WX31D79H3YJ1,0.99,6.587
WX31D79H3LK0,0.99,6.587
WX31D79H3UFF,1.026,6.812
WX31D79H34VV,1.026,6.812
WX31D79H33HJ,1.008,4.712
WX31D79H30JY,1.026,6.812
WX31D79H3AH9,0.972,6.587
WX31D79H37P7,0.99,6.587
WX31D79H3RZZ,1.044,6.763
WX31D79H34E5,1.008,4.712
WX31D79H3L25,1.008,4.712
WX31D79H3AX8,1.008,4.712
WX31D79H3P8Y,1.008,4.712
WX31D79H3KX5,1.044,6.763
WX31D79H36R1,1.026,6.812
WX31D79H348Z,1.008,4.712
WX31D79H3DJZ,1.026,6.812
WX31D79H3L1Y,1.026,6.812
WX31D79H37CY,1.008,4.712
WX31D79H3ATX,0.99,6.587
WX31D79H353R,0.972,6.587
WX31D79H3H2R,1.044,6.763
WX31D79H3K18,1.026,6.812
WX31D79H35K4,1.008,4.712
WX31D79H3167,0.972,6.587
WX31D79H30ZN,1.008,4.712
WX31D79H3E8L,1.026,6.812
WX31D79H3EYY,1.008,4.712
WX31D79H3ZNS,0.99,6.587
WX31D79H33HA,1.008,4.712
WX31D79H3E82,1.008,4.712
WX31D79H38E3,0.99,6.587
WX31D79H3JY6,1.008,4.712
WX31D79H3VAR,0.99,6.587
WX31D79H3SE9,1.044,6.763
WX31D79H3SFJ,1.026,6.812
WX31D79H3YFD,1.008,4.712
WX31D79H3LTP,1.044,6.763
WX31D79H3V0L,1.008,4.712
WX31D79H3X9V,1.044,6.763
WX31D79H3LYH,1.008,4.712
WX31D79H33SV,1.008,4.712
WX31D79H3Y7K,1.026,6.812
WX31D79H3NNZ,1.026,6.812
WX31D79H3NJ6,1.044,6.763
WX31D79H3U5L,1.026,6.812
WX31D79H3YDL,1.026,6.812
WX31D79H3T6L,1.008,4.712
WX31D79H30VK,0.99,6.587
WX31D79H3615,1.008,4.712
WX31D79H3R7E,1.008,4.712
WX31D79H35ZL,0.99,6.587
WX31D79H354U,1.026,6.812
WX31D79H30C2,1.026,6.812
WX31D79H3SP6,0.99,6.587
WX31D79H39LJ,1.026,6.812
WX31D79H3NTN,0.99,6.587
WX31D79H3A2K,0.972,6.587
WX31D79H3CC5,1.026,6.812
WX31D79H3JVX,0.99,6.587
WX31D79H3CA0,1.008,4.712
WX31D79H3X36,1.026,6.812
WX31D79H3J10,0.99,6.587
WX31D79H3071,1.026,6.812
WX31D79H3998,1.044,6.763
WX31D79H3HS2,1.026,6.812
WX31D79H34S6,1.044,6.763
WX31D79H3X55,0.99,6.587
WX31D79H3SAZ,1.008,4.712
WX31D79H34NE,1.026,6.812
WX31D79H3RYN,1.026,6.812
WX31D79H34LT,1.026,6.812
WX31D79H326V,1.026,6.812
WX31D79H3RPY,1.008,4.712
WX31D79H3ADA,1.026,6.812
WX31D79H35KA,1.026,6.812
WX31D79H36E0,1.026,6.812
WX31D79H3D1A,1.026,6.812
WX31D79H3JED,1.026,6.812
WX31D79H3842,1.044,6.763
WX31D79H39CZ,1.026,6.812
WX31D79H39XK,1.044,6.763
WX31D79H30SU,1.026,6.812
WX31D79H32ZP,0.99,6.587
WX31D79H3NHR,1.026,6.812
WX31D79H3EDJ,1.044,6.763
WX31D79H3X01,1.026,6.812
WX31D79H3KK9,1.044,6.763
WX31D79H3ANK,1.044,6.763
WX31D79H3D86,1.026,6.812
WX31D79H3UXS,1.026,6.812
WX31D79H3HPK,1.008,4.712
WX31D79H3TFV,1.008,4.712
WX31D79H3S7V,1.044,6.763
WX31D79H3H4L,1.008,4.712
WX31D79H3A1D,1.026,6.812
WX31D79H3JTD,1.026,6.812
WX31D79H35TJ,1.008,4.712
WX31D79H3S4S,1.026,6.812
WX31D79H361V,1.044,6.763
WX31D79H3ZS5,1.044,6.763
WX31D79H3NX6,1.026,6.812
WX31D79H3033,1.044,6.763
WX31D79H3PD2,1.026,6.812
WX31D79H3LV5,1.008,4.712
WX31D79H3CPE,1.026,6.812
WX31D79H3SVX,1.008,4.712
WX31D79H3ULP,1.026,6.812
WX31D79H3SZZ,1.026,6.812
WX31D79H3K0S,1.026,6.812
WX31D79H312V,1.026,6.812
WX31D79H3X4X,1.026,6.812
WX31D79H38FU,1.026,6.812
WX31D79H3ZYS,1.008,4.712
WX31D79H3K98,1.044,6.763
WX31D79H3LES,1.044,6.763
WX31D79H3U0X,1.008,4.712
WX31D79H38AL,1.026,6.812
WX31D79H360E,0.99,6.587
WX31D79H3X5L,1.026,6.812
WX31D79H3LYC,1.008,4.712
WX31D79H3HXK,1.044,6.763
WX31D79H3A1Y,1.008,4.712
WX31D79H3JAA,1.008,4.712
WX31D79H30UF,1.008,4.712
WX31D79H3R8L,1.008,4.712
WX31D79H3DAJ,1.008,4.712
WX31D79H3L73,1.026,6.812
WX31D79H3UVN,0.99,6.587
WX31D79H3PLV,1.026,6.812
WX31D79H35DL,1.008,4.712
WX31D79H3VHP,1.026,6.812
WX31D79H3SA4,0.99,6.587
WX31D79H30KJ,1.044,6.763
WX31D79H3C69,1.026,6.812
WX31D79H3ZTC,1.008,4.712
WX31D79H3E0U,1.008,4.712
WX31D79H3YLS,1.026,6.812
WX31D79H3D8T,0.99,6.587
WX31D79H36A6,1.008,4.712
WX31D79H37NL,1.008,4.712
WX31D79H3019,1.008,4.712
WX31D79H3LC8,0.99,6.587
WX31D79H34HX,1.008,4.712
WX31D79H3NZ6,1.026,6.812
WX31D79H31LX,0.99,6.587
WX31D79H37KJ,1.008,4.712
WX31D79H31H4,1.026,6.812
WX31D79H309F,1.026,6.812
WX31D79H388H,1.026,6.812
WX31D79H323F,1.008,4.712
WX31D79H38XZ,1.044,6.763
WX31D79H30HX,1.026,6.812
WX31D79H3HYC,1.044,6.763
WX31D79H3Z7E,1.026,6.812
WX31D79H3EH4,1.008,4.712
WX31D79H39FV,1.008,4.712
WX31D79H33D2,1.008,4.712
WX31D79H3JK0,0.99,6.587
WX31D79H3UJY,0.972,6.587
WX31D79H3T9C,1.008,4.712
WX31D79H3AXV,1.008,4.712
WX31D79H343C,1.008,4.712
WX31D79H383H,1.026,6.812
WX31D79H34JL,1.026,6.812
WX31D79H3SJ1,1.026,6.812
WX31D79H3ELY,1.008,4.712
WX31D79H35XS,0.99,6.587
WX31D79H33EU,1.008,4.712
WX31D79H3PT6,1.026,6.812
WX31D79H3949,1.008,4.712
WX31D79H3JL2,1.008,4.712
WX31D79H3V0S,1.026,6.812
WX31D79H37U2,1.008,4.712
WX31D79H3AS4,0.99,6.587
WX31D79H37FZ,1.044,6.763
WX31D79H3ASF,0.99,6.587
WX31D79H3A4R,0.99,6.587
WX31D79H3YAY,1.008,4.712
WX31D79H37H6,1.026,6.812
WX31D79H35JA,1.026,6.812
WX31D79H3RH1,0.99,6.587
WX31D79H3886,1.026,6.812
WX31D79H3HPZ,1.008,4.712
WX31D79H36KE,1.008,4.712
WX31D79H3DU9,1.026,6.812
WX31D79H3045,1.008,4.712
WX31D79H3RV4,1.008,4.712
WX31D79H3U5U,1.008,4.712
WX31D79H38SL,0.99,6.587
WX31D79H3LP0,0.99,6.587
WX31D79H3RR9,0.972,6.587
WX31D79H36UA,1.026,6.812
WX31D79H3FE4,1.026,6.812
WX31D79H3D1C,1.026,6.812
WX31D79H32AE,1.026,6.812
WX31D79H3N04,1.008,4.712
WX31D79H30E1,1.026,6.812
WX31D79H3LUN,1.008,4.712
WX31D79H3D3E,1.026,6.812
WX31D79H3ST4,0.99,6.587
WX31D79H3396,1.008,4.712
WX31D79H3KTN,1.008,4.712
WX31D79H39HS,0.99,6.587
WX31D79H3AV2,0.99,6.587
WX31D79H3KR8,1.026,6.812
WX31D79H3ZT2,1.026,6.812
WX31D79H3NS9,1.008,4.712
WX31D79H3RKE,1.008,4.712
WX31D79H3F1N,1.026,6.812
WX31D79H3ZEN,1.026,6.812
WX31D79H3416,1.026,6.812
WX31D79H3028,1.026,6.812
WX31D79H3JXV,1.026,6.812
WX31D79H39CS,0.99,6.587
WX31D79H32TF,1.026,6.812
WX31D79H3P74,1.026,6.812
WX31D79H3Y9C,1.008,4.712
WX31D79H3CT8,0.99,6.587
WX31D79H32VJ,0.99,6.587
WX31D79H32J8,0.99,6.587
WX31D79H3VYK,1.008,4.712
WX31D79H305E,1.044,6.763
WX31D79H34CL,1.044,6.763
WX31D79H3AKH,1.026,6.812
WX31D79H31FZ,0.99,6.587
WX31D79H3HZ2,1.044,6.763
WX31D79H3VEP,1.026,6.812
WX31D79H3L3Z,1.026,6.812
WX31D79H3XR6,1.026,6.812
WX31D79H3XYL,1.026,6.812
WX31D79H3466,1.008,4.712
WX31D79H315X,1.008,4.712
WX31D79H339A,1.008,4.712
WX31D79H31KH,1.008,4.712
WX31D79H3RKL,1.008,4.712
WX31D79H3LZ3,1.026,6.812
WX31D79H312R,1.044,6.763
WX31D79H3H71,0.99,6.587
WX31D79H3UKV,1.026,6.812
WX31D79H382S,1.026,6.812
WX31D79H3PN1,1.026,6.812
WX31D79H32X9,1.044,6.763
WX31D79H32YV,1.026,6.812
WX31D79H3K8D,1.008,4.712
WX31D79H3LFT,0.99,6.587
WX31D79H3178,1.044,6.763
WX31D79H367F,1.026,6.812
WX31D79H3994,1.008,4.712
WX31D79H3Z98,1.026,6.812
WX31D79H3N9K,1.044,6.763
WX31D79H323A,0.99,6.587
WX31D79H374C,1.044,6.763
WX31D79H3YUK,1.008,4.712
WX31D79H3PTN,1.026,6.812
WX31D79H383D,1.008,4.712
WX31D79H36S5,0.99,6.587
WX31D79H3R3K,1.008,4.712
WX31D79H3CYK,1.044,6.763
WX31D79H3D1U,1.026,6.812
WX31D79H3T9V,1.044,6.763
WX31D79H3P1Z,1.044,6.763
WX31D79H37CV,1.044,6.763
WX31D79H3S29,1.026,6.812
WX31D79H34E9,1.026,6.812
WX31D79H3NK9,1.008,4.712
WX31D79H3X17,1.008,4.712
WX31D79H3JK4,0.99,6.587
WX31D79H3VXL,0.99,6.587
WX31D79H33PH,1.008,4.712
WX31D79H3AVD,1.026,6.812
WX31D79H3SAL,1.026,6.812
WX31D79H3LSK,1.026,6.812
WX31D79H3405,1.008,4.712
WX31D79H32HY,0.99,6.587
WX31D79H3SF5,1.008,4.712
WX31D79H3UV0,1.008,4.712
WX31D79H3PRR,1.026,6.812
WX31D79H3X7R,0.99,6.587
WX31D79H3K23,1.008,4.712
WX31D79H3LHR,1.008,4.712
WX31D79H3R7V,1.008,4.712
WX31D79H3Z8H,1.026,6.812
WX31D79H3HSD,1.008,4.712
WX31D79H3XC1,1.044,6.763
WX31D79H38VE,1.026,6.812
WX31D79H3YEP,1.008,4.712
WX31D79H3SEH,0.99,6.587
WX31D79H347H,1.026,6.812
WX31D79H3D78,1.008,4.712
WX31D79H3YZD,1.008,4.712
WX31D79H3E14,1.008,4.712
WX31D79H32YS,1.044,6.763
WX31D79H3JN0,1.008,4.712
WX31D79H3Z46,0.99,6.587
WX31D79H3R7C,1.008,4.712
WX31D79H3PET,1.026,6.812
WX31D79H3XNZ,1.026,6.812
WX31D79H3D84,1.008,4.712
WX31D79H38LJ,0.99,6.587
WX31D79H3NET,1.026,6.812
WX31D79H3R0H,1.026,6.812
WX31D79H3ECC,1.026,6.812
WX31D79H3EAF,1.026,6.812
WX31D79H34AA,1.026,6.812
WX31D79H3XT8,1.026,6.812
WX31D79H3NUR,1.026,6.812
WX31D79H3X7E,1.008,4.712
WX31D79H3HC6,1.008,4.712
WX31D79H3TDN,1.008,4.712
WX31D79H3NXL,1.008,4.712
WX31D79H32DT,1.044,6.763
WX31D79H3JAK,1.008,4.712
WX31D79H3558,0.972,6.587
WX31D79H3P9C,0.99,6.587
WX31D79H3V44,1.026,6.812
WX31D79H34H2,1.026,6.812
WX31D79H3SLL,1.008,4.712
WX31D79H360S,1.026,6.812
WX31D79H3J7T,0.99,6.587
WX31D79H34SN,1.008,4.712
WX31D79H31F1,0.99,6.587
WX31D79H3DYR,1.008,4.712
WX31D79H3X5L,0.99,6.587
WX31D79H3DX7,1.026,6.812
WX31D79H3D3S,1.044,6.763
WX31D79H3JVU,0.99,6.587
WX31D79H32KS,1.026,6.812
WX31D79H3U4U,1.008,4.712
WX31D79H3DV4,1.044,6.763
WX31D79H386S,1.026,6.812
WX31D79H31F7,1.008,4.712
WX31D79H3S4N,1.026,6.812
WX31D79H3UEK,1.008,4.712
WX31D79H3XZT,1.026,6.812
WX31D79H3ZDX,1.026,6.812
WX31D79H30HS,1.026,6.812
WX31D79H313D,1.026,6.812
WX31D79H3N30,1.008,4.712
WX31D79H30SL,1.026,6.812
WX31D79H3FJN,1.044,6.763
WX31D79H39AK,1.026,6.812
WX31D79H3YET,1.026,6.812
WX31D79H3HDA,1.026,6.812
WX31D79H3NE1,1.026,6.812
WX31D79H36DL,1.008,4.712
WX31D79H3PJ2,1.044,6.763
WX31D79H3D10,1.044,6.763
WX31D79H33EJ,1.026,6.812
WX31D79H3DDP,1.026,6.812
WX31D79H3RT2,1.026,6.812
WX31D79H31EX,1.044,6.763
WX31D79H3T70,1.008,4.712
WX31D79H3Z1X,1.026,6.812
WX31D79H31E9,1.026,6.812
WX31D79H3JAX,0.99,6.587
WX31D79H3PNL,0.99,6.587
WX31D79H3X67,1.026,6.812
WX31D79H3734,0.99,6.587
WX31D79H33CP,1.008,4.712
WX31D79H3VZA,1.044,6.763
WX31D79H3R78,1.044,6.763
WX31D79H39TY,1.026,6.812
WX31D79H3PL5,0.99,6.587
WX31D79H35KX,1.026,6.812
WX31D79H3JCK,0.99,6.587
WX31D79H3ZE5,1.008,4.712
WX31D79H3AV1,1.026,6.812
WX31D79H3C12,1.026,6.812
WX31D79H3C6C,1.044,6.763
WX31D79H3JY2,1.008,4.712
WX31D79H34LE,1.026,6.812
WX31D79H36U0,0.972,6.587
WX31D79H34UA,0.99,6.587
WX31D79H3NLU,1.008,4.712
WX31D79H3CD5,1.026,6.812
WX31D79H3481,1.008,4.712
WX31D79H3455,1.026,6.812
WX31D79H33ER,1.044,6.763
WX31D79H3K11,1.026,6.812
WX31D79H3CT7,1.044,6.763
WX31D79H3J7J,1.008,4.712
WX31D79H3E4U,1.026,6.812
WX31D79H3Y8J,1.026,6.812
WX31D79H3EUE,1.008,4.712
WX31D79H3P3R,1.044,6.763
WX31D79H3XAY,1.026,6.812
WX31D79H3AT7,1.026,6.812
WX31D79H33SF,1.008,4.712
WX31D79H3ZUU,1.008,4.712
WX31D79H3EEA,1.026,6.812
WX31D79H3J9L,1.026,6.812
WX31D79H34YV,1.008,4.712
WX31D79H3TEH,1.044,6.763
WX31D79H3PAS,1.026,6.812
WX31D79H3JZ0,1.044,6.763
WX31D79H3XN3,1.044,6.763
WX31D79H3040,1.008,4.712
WX31D79H3PD8,1.008,4.712
WX31D79H36PD,1.026,6.812
WX31D79H3J4V,0.972,6.587
WX31D79H3KAK,1.008,4.712
WX31D79H3SXY,1.008,4.712
WX31D79H3CL6,1.008,4.712
WX31D79H3H35,1.026,6.812
WX31D79H3FNK,1.026,6.812
WX31D79H3C3L,1.026,6.812
WX31D79H37YV,0.99,6.587
WX31D79H3DL4,0.99,6.587
WX31D79H3D9L,0.99,6.587
WX31D79H3L92,1.026,6.812
WX31D79H30VR,1.008,4.712
WX31D79H3668,1.008,4.712
WX31D79H3U4T,0.99,6.587
WX31D79H31AD,1.008,4.712
WX31D79H32E5,1.026,6.812
WX31D79H3NXS,1.008,4.712
WX31D79H3JLC,1.044,6.763
WX31D79H3L9P,1.008,4.712
WX31D79H3FV1,1.008,4.712
WX31D79H3NY8,1.044,6.763
WX31D79H3V8A,1.044,6.763
WX31D79H3J79,1.008,4.712
WX31D79H3ZNA,1.044,6.763
WX31D79H3V3L,1.026,6.812
WX31D79H33PT,1.044,6.763
WX31D79H33N7,1.026,6.812
WX31D79H3LSH,1.044,6.763
WX31D79H38Z7,1.008,4.712
WX31D79H3JD4,1.026,6.812
WX31D79H3LEA,0.99,6.587
WX31D79H3SYJ,0.972,6.587
WX31D79H3KPU,0.99,6.587
WX31D79H3XHY,1.026,6.812
WX31D79H3V28,1.026,6.812
WX31D79H3N5Y,1.026,6.812
WX31D79H37LP,1.008,4.712
WX31D79H349F,1.026,6.812
WX31D79H32YY,1.026,6.812
WX31D79H32LX,1.008,4.712
WX31D79H3623,0.99,6.587
WX31D79H35LR,0.99,6.587
WX31D79H3LZJ,1.026,6.812
WX31D79H36LL,1.026,6.812
WX31D79H3LD5,1.008,4.712
WX31D79H3FLS,1.026,6.812
WX31D79H31DD,1.026,6.812
WX31D79H3PJE,1.008,4.712
WX31D79H3U2H,1.044,6.763
WX31D79H3PH2,1.026,6.812
WX31D79H31Y0,0.99,6.587
WX31D79H380A,1.044,6.763
WX31D79H31FL,1.044,6.763
WX31D79H30S5,1.044,6.763
WX31D79H345T,1.008,4.712
WX31D79H34JV,0.99,6.587
WX31D79H3AEC,1.008,4.712
WX31D79H3Y93,0.972,6.587
WX31D79H3HLA,1.008,4.712
WX31D79H3S6T,1.044,6.763
WX31D79H3ZAY,1.008,4.712
WX31D79H3Z1L,0.99,6.587
WX31D79H3U0J,1.008,4.712
WX31D79H3D9E,0.954,6.587
WX31D79H39KD,1.008,4.712
WX31D79H3C1Y,1.008,4.712
WX31D79H3VA0,1.026,6.812
WX31D79H3SFR,1.026,6.812
WX31D79H342P,0.99,6.587
WX31D79H38C7,1.026,6.812
WX31D79H3N4U,1.044,6.763
WX31D79H3NEA,0.99,6.587
WX31D79H3P81,0.972,6.587
WX31D79H3NKP,0.99,6.587
WX31D79H3CS4,1.008,4.712
WX31D79H3Y9Y,1.008,4.712
WX31D79H383Z,1.008,4.712
WX31D79H39NE,1.026,6.812
WX31D79H3SYV,1.008,4.712
WX31D79H3VA4,1.008,4.712
WX31D79H3DY6,0.99,6.587
WX31D79H3VDC,1.026,6.812
WX31D79H34XU,0.99,6.587
WX31D79H3CL4,1.026,6.812
WX31D79H323H,0.99,6.587
WX31D79H3C09,1.026,6.812
WX31D79H3K81,1.044,6.763
WX31D79H30Z8,1.044,6.763
WX31D79H3YLL,1.008,4.712
WX31D79H3ZRY,1.026,6.812
WX31D79H3YZ0,1.008,4.712
WX31D79H39KX,1.026,6.812
WX31D79H3X4U,1.008,4.712
WX31D79H3NTJ,1.008,4.712
WX31D79H3H09,1.008,4.712
WX31D79H30ZX,1.026,6.812
WX31D79H3LP5,1.026,6.812
